,claim_id,customer_id,incident_cause,claim_date,claim_area,police_report,claim_type,claim_amount,total_policy_claims,fraudulent
312,29519925,68043300,Other driver error,03/21/2018,Auto,Unknown,Material only,$2656.5,1.0,Yes
313,2980099,28901669,Crime,02/02/2018,Auto,Yes,Injury only,$35178.5,1.0,Yes
314,59959117,86916099,Other driver error,04/05/2017,Auto,No,Injury only,$19390,1.0,No
315,87350000,29826894,Other driver error,11/06/2017,Auto,No,Material only,$2730,5.0,No
316,87230026,79637467,Other causes,02/17/2017,Auto,Yes,Injury only,$16700,1.0,No
317,9588683,36632227,Other driver error,03/09/2017,Auto,Unknown,Material only,$2886.5,1.0,Yes
318,87329176,77510822,Other driver error,10/30/2018,Auto,Unknown,Material only,,2.0,No
319,3329988,2651069,Other driver error,09/07/2017,Auto,No,Material only,$1932,1.0,Yes
320,72207767,8150738,Natural causes,05/01/2018,Auto,Unknown,Material only,$2210,1.0,No
321,96723243,67268108,Other driver error,03/08/2018,Auto,Yes,Material and injury,$41280,2.0,No
322,14024069,53907868,Other causes,04/17/2018,Auto,Unknown,Material and injury,$26620,1.0,No
323,74762827,86246733,Driver error,12/10/2017,Auto,Unknown,Material and injury,$26520,2.0,No
324,78826857,45568489,Other driver error,05/09/2017,Auto,Yes,Material and injury,$14480,3.0,No
325,96335300,28032985,Other causes,03/02/2017,Auto,No,Material only,$1800,2.0,No
326,45953414,33210182,Crime,01/13/2018,Auto,Yes,Material only,$2020,1.0,No
327,81667658,24731784,Natural causes,07/07/2018,Auto,No,Material only,$1260,1.0,No
328,5222877,36126424,Driver error,10/23/2018,Auto,Unknown,Material and injury,$20550,1.0,No
329,76523655,95452498,Other causes,04/05/2017,Auto,No,Material only,$2219.5,1.0,Yes
330,70512964,22756942,Driver error,01/01/2017,Auto,Yes,Injury only,$20310,1.0,No
331,13217364,62489316,Other causes,08/31/2017,Auto,No,Material only,$2330,1.0,No
332,6174643,4825461,Other driver error,07/15/2017,Auto,Yes,Material and injury,$32960,1.0,No
333,89056979,63915259,Other causes,09/26/2018,Home,Yes,Material and injury,$18530,1.0,No
334,94690483,6723724,Natural causes,09/27/2017,Auto,Unknown,Material only,$1679,1.0,Yes
335,84029944,51719336,Other causes,01/20/2018,Home,Unknown,Material only,$2070,1.0,Yes
336,52259939,89808931,Driver error,07/20/2018,Home,No,Material only,$2750,1.0,No
337,40350951,55105629,Natural causes,10/17/2017,Auto,No,Material only,$1860,1.0,No
338,71274497,79076502,Other driver error,10/31/2017,Auto,Unknown,Material only,$1380,1.0,No
339,49550521,81131066,Other causes,12/30/2017,Auto,No,Material only,$1920,2.0,No
340,45433267,75995055,Other causes,06/17/2018,Auto,Yes,Injury only,$36350,1.0,No
341,43558718,24425429,Natural causes,10/16/2018,Auto,No,Material only,$1450,1.0,No
342,3465669,51382348,Natural causes,02/23/2017,Home,No,Injury only,$39928,1.0,Yes
343,79446773,18842829,Driver error,03/02/2017,Auto,No,Material only,$2450,1.0,No
344,172149,98180346,Other causes,06/04/2017,Auto,No,Material only,$2810,1.0,No
345,52442756,53013094,Natural causes,06/30/2018,Auto,Unknown,Material only,,1.0,No
346,79612644,25263633,Other causes,06/10/2018,Auto,No,Material only,$2470,2.0,No
347,61900903,16444738,Other causes,08/31/2017,Auto,No,Material only,$1207.5,1.0,Yes
348,15605014,64231993,Natural causes,03/01/2018,Home,No,Material and injury,$29690,1.0,No
349,81628285,89530919,Driver error,04/24/2018,Auto,No,Material only,$2450,1.0,No
350,98795403,38011078,Crime,10/30/2018,Auto,Unknown,Material only,$1940,1.0,No
351,49252712,76314493,Other driver error,09/14/2017,Home,No,Material only,,1.0,No
352,60882662,51975640,Other driver error,10/16/2018,Auto,No,Material and injury,$32150,2.0,No
353,35866339,47593642,Crime,04/04/2018,Auto,Unknown,Material only,$1750,1.0,No
354,80529502,42439009,Driver error,03/01/2018,Auto,Unknown,Injury only,$28950,1.0,No
355,41063309,51613894,Other causes,03/28/2018,Home,Unknown,Material and injury,,1.0,No
356,69278867,49078798,Natural causes,02/02/2018,Auto,No,Material only,$1350,1.0,No
357,49821811,17822772,Driver error,03/14/2018,Auto,Unknown,Injury only,$33200,1.0,No
358,34596802,94643289,Driver error,03/14/2018,Auto,No,Material and injury,$45287,1.0,Yes
359,3366766,47535244,Natural causes,06/10/2018,Auto,No,Material only,$2530,1.0,Yes
360,18972174,70770204,Driver error,04/17/2018,Auto,Unknown,Injury only,$28050,1.0,No
361,32084957,92171044,Driver error,07/15/2017,Auto,No,Material only,$2277,1.0,Yes
362,44626119,98218159,Other driver error,12/10/2017,Auto,No,Material only,$2840,1.0,No
363,18497939,24112592,Other driver error,03/28/2018,Auto,No,Material only,$2130,1.0,No
364,2031695,97053819,Other causes,06/03/2018,Auto,No,Material only,$2070,1.0,No
365,31272774,88484857,Other causes,09/19/2018,Auto,No,Material only,$1900,,No
366,62487859,89965541,Driver error,12/10/2017,Auto,No,Material only,$2810,1.0,No
367,1374365,96431710,Crime,08/24/2017,Auto,No,Material and injury,$24713.5,1.0,Yes
368,33911305,13059025,Natural causes,07/28/2017,Auto,No,Material only,$2220,1.0,No
369,3311108,49481916,Other causes,09/19/2018,Auto,No,Material only,,2.0,Yes
370,28520503,10956208,Natural causes,02/02/2018,Auto,No,Material only,$1210,1.0,No
371,76387481,43059280,Natural causes,06/25/2017,Home,Yes,Material and injury,$38970,1.0,No
372,92399694,92971195,Other driver error,09/26/2018,Home,No,Material only,$1140,1.0,No
373,49171996,97578924,Other causes,08/23/2018,Home,No,Material only,$2360,1.0,No
374,33733739,81790039,Driver error,03/22/2017,Auto,No,Material and injury,$19640,1.0,No
375,27931854,36812323,Other driver error,01/27/2017,Auto,Yes,Material and injury,$14170,1.0,No
376,86062955,63544225,Crime,08/30/2018,Auto,No,Material only,$1100,1.0,No
377,70068,4669941,Driver error,11/06/2017,Auto,Unknown,Injury only,$29900,1.0,Yes
378,77337624,64395359,Other causes,05/22/2017,Auto,Yes,Injury only,$20970,1.0,No
379,36457152,25634799,Driver error,01/01/2017,Auto,No,Material only,$2900,2.0,No
380,67359535,31654316,Other driver error,04/05/2017,Home,Unknown,Material and injury,$35800,3.0,No
381,38907463,49499709,Driver error,05/15/2017,Auto,No,Material only,$2130,2.0,No
382,43384286,45415342,Other causes,06/03/2018,Auto,No,Material and injury,$24080,1.0,No
383,18696192,72734097,Driver error,07/01/2017,Auto,Yes,Material and injury,$34590,1.0,No
384,27981652,94707309,Crime,02/17/2017,Auto,No,Material only,$1870,3.0,No
385,34691767,84750181,Other driver error,03/09/2017,Home,No,Material only,$2370,4.0,No
386,47497964,58380749,Other driver error,12/10/2017,Auto,Yes,Injury only,$26130,1.0,No
387,6794881,42345842,Other causes,12/24/2017,Auto,Unknown,Material only,$1150,1.0,Yes
388,26044648,54103924,Driver error,04/24/2018,Auto,Unknown,Material and injury,$23370,3.0,No
389,10605433,48099288,Other causes,10/09/2018,Auto,No,Material only,$2090,1.0,No
390,11113092,57896241,Driver error,04/05/2017,Auto,Unknown,Material and injury,$30420,1.0,No
391,83523623,70730377,Driver error,03/14/2018,Auto,No,Material only,$2750,2.0,No
392,61143364,6125426,Other driver error,01/13/2018,Auto,No,Material only,,1.0,No
393,71246528,48227009,Natural causes,01/20/2018,Auto,No,Material only,$1570,1.0,No
394,66730599,86308184,Other driver error,08/04/2017,Auto,Yes,Material only,$1110,1.0,No
395,94242984,69065193,Other driver error,10/09/2018,Auto,Unknown,Material and injury,$36075.5,4.0,Yes
396,95444389,79846638,Crime,03/09/2017,Auto,No,Material only,$1260,1.0,No
397,47371265,38047917,Driver error,12/17/2017,Auto,Yes,Injury only,$22440,1.0,No
398,18736499,73611258,Other driver error,08/11/2017,Auto,No,Injury only,$21620,1.0,No
399,58956535,14696479,Other causes,02/23/2017,Auto,No,Material only,$1540,1.0,No
400,6683382,25166037,Other driver error,04/12/2017,Home,Unknown,Injury only,$24610,1.0,No
401,50906515,1123356,Crime,08/23/2018,Auto,No,Material only,$2507,5.0,Yes
402,71712774,97162684,Other causes,08/18/2017,Auto,Unknown,Material and injury,$20769,1.0,Yes
403,24181936,95055469,Crime,08/18/2017,Auto,No,Material only,$2990,1.0,No
404,7575702,56985179,Driver error,10/17/2017,Auto,No,Material only,$2967,4.0,Yes
405,25993027,69039320,Driver error,06/03/2018,Auto,No,Material only,$1780,1.0,No
406,22476290,84514444,Other causes,07/08/2017,Auto,No,Injury only,$30840,5.0,No
407,75954321,79953263,Other causes,03/28/2018,Auto,Yes,Injury only,$32680,1.0,No
408,50921792,15557396,Other causes,10/17/2017,Auto,Yes,Material and injury,,3.0,No
409,21915563,95002919,Natural causes,06/30/2018,Home,No,Material and injury,$31110,1.0,No
410,75623323,7612094,Natural causes,09/06/2018,Auto,No,Material only,$2771.5,1.0,Yes
411,48509529,53260501,Natural causes,03/02/2017,Auto,No,Material only,$1000,1.0,No
412,87476916,92072156,Natural causes,09/12/2018,Auto,Yes,Material only,$2970,1.0,No
413,25416969,77570823,Natural causes,06/25/2017,Auto,No,Material only,$2230,1.0,No
414,24709692,69010101,Natural causes,04/25/2017,Auto,Unknown,Material only,$3427,1.0,Yes
415,26773102,1223055,Natural causes,10/31/2017,Auto,Yes,Injury only,$33490,3.0,No
416,92714664,9884792,Driver error,09/14/2017,Auto,Unknown,Injury only,$29630,1.0,No
417,3502909,1144598,Driver error,03/22/2017,Auto,Unknown,Injury only,$25010,1.0,No
418,26836009,59716520,Other causes,11/27/2017,Home,No,Material only,$1020,1.0,No
419,43253975,59056552,Driver error,06/30/2018,Auto,Yes,Injury only,,1.0,No
420,9075822,25164999,Other driver error,03/08/2018,Auto,No,Material only,$1909,1.0,Yes
421,34549771,70761779,Other causes,08/24/2017,Auto,Unknown,Injury only,$14460,6.0,No
422,1756485,62934102,Other driver error,05/21/2018,Auto,Yes,Material and injury,$39280,3.0,No
423,75847149,11472207,Natural causes,12/30/2017,Auto,Unknown,Material and injury,$44367,1.0,Yes
424,1624094,97856694,Natural causes,03/02/2017,Auto,Unknown,Material only,$2392,1.0,Yes
425,13132889,86818440,Other causes,03/21/2018,Auto,Unknown,Material and injury,$31901,1.0,Yes
426,22577147,66433138,Driver error,02/23/2017,Auto,No,Material and injury,$21447.5,2.0,Yes
427,24589924,87806611,Other causes,03/14/2018,Auto,Unknown,Material only,$2950,1.0,No
428,43099766,36252121,Driver error,11/06/2017,Auto,No,Injury only,$22000,4.0,No
429,85048276,19916012,Driver error,01/14/2017,Auto,No,Material only,$1860,1.0,No
430,43196799,79440308,Other causes,05/22/2017,Auto,Unknown,Material only,$1620,1.0,No
431,49818123,23116437,Other driver error,01/21/2017,Auto,No,Material only,,1.0,No
432,7292900,58957713,Other causes,07/22/2017,Auto,No,Material only,$2806,1.0,Yes
433,76290659,4798021,Other driver error,05/01/2018,Auto,No,Material only,$1170,1.0,No
434,84441293,83441797,Other driver error,05/07/2018,Auto,No,Material only,$1630,2.0,No
435,12379231,30154531,Other causes,10/04/2017,Auto,No,Material only,$3013,1.0,Yes
436,47755129,38117638,Other driver error,02/03/2017,Auto,No,Material only,$2060,1.0,No
437,30272514,12112711,Other driver error,03/16/2017,Auto,No,Material only,$1276.5,1.0,Yes
438,86258669,4652602,Other causes,08/16/2018,Auto,No,Material only,$1320,1.0,No
439,95320599,45187280,Other causes,08/11/2017,Auto,Yes,Injury only,$33030,2.0,No
440,59321838,77930023,Driver error,07/01/2017,Auto,No,Material only,,1.0,Yes
441,72555621,58934617,Other causes,09/19/2018,Auto,Yes,Injury only,$27002,3.0,Yes
442,83266482,41182960,Other causes,07/27/2018,Home,No,Material only,$2060,1.0,No
443,88595857,64488618,Driver error,10/17/2017,Auto,Yes,Material only,$1630,1.0,No
444,76745084,59793026,Other driver error,09/07/2017,Auto,Yes,Material and injury,$40210,1.0,No
445,16468239,86621072,Other causes,07/20/2018,Auto,No,Material only,$1173,1.0,Yes
446,51476665,47250458,Driver error,12/30/2017,Auto,No,Material only,$1630,2.0,No
447,45642452,35163792,Other causes,07/20/2018,Auto,Yes,Material and injury,$20080,2.0,No
448,72815943,93871952,Other driver error,07/20/2018,Auto,Yes,Material and injury,$16880,3.0,No
449,99281527,32464636,Driver error,10/31/2017,Auto,No,Material only,$2323,1.0,Yes
450,14638010,7583158,Other driver error,03/16/2017,Auto,Yes,Injury only,$19820,,No
451,8962657,80670612,Other driver error,04/10/2018,Auto,Unknown,Injury only,$20630,5.0,No
452,58488479,21840201,Driver error,02/09/2018,Auto,Yes,Material only,$1510,1.0,No
453,40759519,29130403,Driver error,10/03/2018,Auto,No,Material only,,1.0,Yes
454,32110693,89806715,Crime,08/30/2018,Auto,Unknown,Material only,$1710,1.0,No
455,93285588,56016139,Natural causes,04/04/2018,Auto,Unknown,Material only,$2219.5,1.0,Yes
456,88210615,20028241,Driver error,05/29/2017,Auto,No,Material only,$2940,1.0,No
457,84019240,98341654,Crime,12/03/2017,Auto,Unknown,Material only,$2370,1.0,No
458,21491548,44643917,Other driver error,09/06/2018,Auto,Yes,Material and injury,$41320,,No
459,45568058,76185878,Driver error,11/27/2017,Auto,No,Material only,$3231.5,1.0,Yes
460,63762170,18665169,Other causes,07/22/2017,Auto,No,Injury only,$37500,2.0,No
461,28889442,17177153,Other causes,09/20/2017,Auto,Unknown,Material only,$2670,1.0,No
462,61678713,84736739,Other driver error,12/03/2017,Auto,Yes,Material and injury,$35800,1.0,No
463,6234135,20110599,Other causes,04/05/2017,Auto,Unknown,Material only,$2050,1.0,No
464,37251197,15635627,Other causes,08/10/2018,Auto,Yes,Material only,,1.0,No
465,95057151,3374112,Natural causes,03/01/2018,Auto,Yes,Material and injury,$25580,1.0,No
466,16011067,78415715,Natural causes,10/10/2017,Auto,Unknown,Material and injury,$39370,1.0,No
467,63446024,83080037,Driver error,01/13/2018,Auto,Unknown,Injury only,$17250,1.0,No
468,61885878,74017955,Driver error,12/30/2017,Auto,Unknown,Material only,$2090,,No
469,59248480,33372791,Other causes,06/18/2017,Auto,No,Material only,$2430,1.0,No
470,11123788,48874104,Natural causes,01/14/2017,Auto,No,Material only,$1700,1.0,No
471,45511318,61822144,Driver error,08/11/2017,Auto,Unknown,Material only,,1.0,No
472,23742797,95418320,Driver error,08/30/2018,Auto,No,Material only,$2820,1.0,No
473,59407693,26450621,Natural causes,05/21/2018,Auto,No,Material only,$2960,1.0,No
474,46459799,64622520,Natural causes,11/27/2017,Auto,No,Material only,$2170,3.0,No
475,92089192,32521691,Driver error,10/16/2018,Auto,No,Material only,$2320,4.0,No
476,28708429,39444603,Driver error,12/03/2017,Auto,No,Material only,$2320,1.0,No
477,75363718,48960366,Driver error,04/04/2018,Auto,No,Material and injury,$31450,1.0,No
478,15267466,80701300,Other causes,09/06/2018,Auto,Yes,Material only,$1150,2.0,Yes
479,38645590,13275896,Natural causes,08/04/2017,Auto,No,Material and injury,$23450,1.0,No
480,27334507,62816998,Other driver error,05/02/2017,Auto,No,Injury only,$13710,2.0,No
481,85427127,85700566,Other causes,01/13/2018,Auto,Unknown,Material and injury,$16100,1.0,No
482,9552601,81138909,Other causes,03/22/2017,Auto,Unknown,Material only,$2580,1.0,No
483,5182265,31115028,Other driver error,03/28/2018,Auto,Unknown,Material only,$2600,1.0,No
484,27490821,59843845,Driver error,10/03/2018,Auto,No,Material and injury,$25730,2.0,No
485,39605405,75471235,Natural causes,08/10/2018,Auto,No,Material and injury,$40540,1.0,No
486,5425811,37365245,Natural causes,01/14/2017,Auto,No,Material only,$1500,2.0,No
487,91660260,30886292,Other driver error,08/24/2017,Auto,Unknown,Material only,$2950,1.0,No
488,30877914,20094340,Natural causes,09/07/2017,Auto,No,Material only,$1060,1.0,No
489,8981804,40948894,Other driver error,08/24/2017,Auto,Yes,Injury only,$37170,,No
490,18428326,59903277,Other causes,03/29/2017,Auto,No,Material only,$2185,2.0,Yes
491,80956687,4412055,Other causes,06/30/2018,Auto,Unknown,Material and injury,$37869.5,4.0,Yes
492,81516433,63302691,Crime,05/21/2018,Auto,No,Material only,$1820,1.0,No
493,50068652,69473158,Driver error,08/30/2018,Auto,No,Material only,$2070,1.0,No
494,58428742,30943507,Driver error,05/21/2018,Auto,No,Material and injury,$16040,1.0,No
495,78382955,88072232,Other driver error,06/04/2017,Auto,Yes,Material and injury,$27310,3.0,No
496,49401942,17859000,Crime,02/10/2017,Auto,No,Material only,$2550,1.0,No
497,69139904,44758258,Driver error,06/18/2017,Auto,Unknown,Material and injury,$27910,1.0,No
498,43043339,59389375,Other causes,12/17/2017,Auto,Yes,Injury only,$29480,3.0,No
499,11023718,56357617,Natural causes,04/04/2018,Auto,Unknown,Material only,$1300,1.0,No
500,76743826,82034436,Other causes,12/24/2017,Auto,No,Injury only,$37630,1.0,No
501,50964521,85532819,Driver error,11/06/2017,Auto,Yes,Material and injury,$25950,3.0,No
502,73283463,23741962,Other causes,08/16/2018,Auto,Unknown,Material and injury,$27240,1.0,No
503,64388927,96543848,Other driver error,08/31/2017,Auto,No,Injury only,$30340,1.0,No
504,81102722,91135917,Other driver error,09/12/2018,Auto,No,Material only,$2710,1.0,No
505,35782742,524545,Other driver error,07/27/2018,Auto,No,Injury only,$35250,3.0,No
506,75276533,89479887,Driver error,03/09/2017,Home,Yes,Injury only,$38890,2.0,No
507,42320818,73495163,Driver error,12/03/2017,Auto,Yes,Material and injury,$22570,1.0,No
508,60904940,49889657,Natural causes,05/01/2018,Auto,Unknown,Material only,$1140,1.0,No
509,32944599,96931053,Other causes,06/23/2018,Home,Yes,Injury only,$38120,1.0,No
510,4881066,1300972,Crime,03/21/2018,Home,No,Material only,$2369,1.0,Yes
511,96406656,83887508,Crime,11/06/2017,Auto,No,Material only,,3.0,Yes
512,89967218,53897607,Other causes,03/02/2017,Auto,Unknown,Material only,$1200,1.0,No
513,63627029,92392817,Other driver error,12/24/2017,Auto,Unknown,Material only,$2081.5,1.0,Yes
514,75778891,75086914,Other causes,04/10/2018,Auto,No,Material only,$1050,1.0,No
515,88804995,27868943,Other driver error,11/27/2017,Auto,No,Material only,$2550,2.0,No
516,73841606,42238302,Driver error,11/13/2017,Auto,Unknown,Material only,$2590,2.0,No
517,49124611,83882449,Driver error,09/20/2017,Home,Yes,Material only,$1644.5,1.0,Yes
518,40460618,53191091,Crime,03/22/2017,Auto,Unknown,Material only,$1265,1.0,Yes
519,64046224,55836042,Driver error,03/08/2018,Home,No,Material only,$1863,1.0,Yes
520,9124181,19796899,Other driver error,04/04/2018,Auto,Yes,Material and injury,$24667.5,1.0,Yes
521,42019165,42014103,Driver error,12/30/2017,Home,No,Material only,$2288.5,4.0,Yes
522,57175639,66632396,Driver error,08/11/2017,Auto,No,Material only,$1810,1.0,No
523,56413364,34778857,Driver error,04/25/2017,Auto,Unknown,Material and injury,$30015,1.0,Yes
524,4257735,28437868,Other driver error,09/26/2018,Auto,No,Material only,$1300,1.0,No
525,98954915,85641672,Crime,03/14/2018,Auto,No,Material only,$1860,1.0,No
526,49758082,86985239,Driver error,06/18/2017,Auto,No,Material and injury,$40880,1.0,No
527,2434059,19409471,Other driver error,06/18/2017,Auto,No,Material only,$1550,1.0,No
528,70156112,98537509,Driver error,06/03/2018,Auto,Unknown,Material and injury,$20033,3.0,Yes
529,25838638,36871042,Other causes,04/25/2017,Auto,No,Material and injury,$20230,1.0,No
530,16726169,62206180,Driver error,06/17/2018,Auto,No,Material only,$1670,2.0,No
531,74582054,6448629,Other causes,04/17/2018,Auto,Unknown,Material only,$2714,1.0,Yes
532,78146904,30197131,Other driver error,06/17/2018,Auto,No,Injury only,$19297,1.0,Yes
533,95997859,7988398,Driver error,07/22/2017,Auto,Unknown,Injury only,$14720,1.0,No
534,37688454,13687085,Driver error,01/13/2018,Auto,Unknown,Injury only,$16760,1.0,No
535,32756328,30864915,Driver error,05/28/2018,Auto,No,Material only,$2440,1.0,No
536,80167666,44665885,Other driver error,07/07/2018,Auto,Yes,Material and injury,$40170,1.0,No
537,2772206,14604149,Driver error,03/29/2017,Auto,Yes,Material and injury,$36350,1.0,No
538,41574198,9600820,Other causes,09/06/2018,Auto,Unknown,Injury only,$29830,1.0,No
539,51377827,54275114,Other driver error,05/14/2018,Auto,Yes,Material and injury,$29530,1.0,No
540,81369109,24065986,Natural causes,10/03/2018,Home,Yes,Injury only,$34970,1.0,No
541,62827687,52208972,Other causes,02/02/2018,Home,No,Material only,$2550,1.0,No
542,22489374,13435761,Natural causes,04/18/2017,Auto,No,Material only,$2590,1.0,No
543,55881539,64916376,Other causes,01/27/2017,Auto,No,Material only,$2850,2.0,No
544,49545697,35895151,Driver error,03/08/2018,Auto,No,Material only,$2470,3.0,No
545,2248378,8201624,Natural causes,05/22/2017,Auto,No,Material only,$2932.5,4.0,Yes
546,21658094,55933927,Other causes,07/20/2018,Home,No,Material and injury,$27404.5,2.0,Yes
547,86096444,65899365,Driver error,07/14/2018,Auto,No,Material and injury,$34160,1.0,No
548,32067078,57025376,Other driver error,05/15/2017,Auto,No,Material only,$1430,1.0,No
549,96864459,92189083,Natural causes,05/28/2018,Auto,Yes,Injury only,$19960,4.0,No
550,45600936,83836752,Other driver error,04/24/2018,Auto,No,Material only,$1480,2.0,No
551,85493235,43806629,Other driver error,07/07/2018,Home,No,Material only,$2960,3.0,No
552,65990431,7303971,Natural causes,06/03/2018,Auto,No,Material only,$1170,1.0,No
553,52113932,35189228,Driver error,06/17/2018,Home,Unknown,Material only,$1280,1.0,No
554,33229705,47879133,Natural causes,02/22/2018,Auto,No,Material only,$1110,4.0,No
555,31609133,25550440,Natural causes,03/08/2018,Auto,Unknown,Material and injury,$17721.5,1.0,Yes
556,48386458,38718253,Other causes,11/13/2017,Auto,Unknown,Injury only,$30060,1.0,No
557,37692448,44632301,Other driver error,01/06/2018,Auto,Yes,Injury only,$44666,1.0,Yes
558,50552314,46691405,Other causes,07/22/2017,Auto,Unknown,Injury only,$28230,1.0,No
559,59164542,96395873,Crime,09/20/2017,Auto,No,Material only,$2410,1.0,No
560,35976362,25582668,Natural causes,06/11/2017,Auto,No,Material only,$1265,1.0,Yes
561,61950339,21969808,Natural causes,05/21/2018,Auto,No,Material only,$1725,1.0,Yes
562,86644908,56525103,Other driver error,04/17/2018,Auto,Unknown,Injury only,$19320,1.0,No
563,98940053,59510159,Other driver error,05/15/2017,Auto,No,Material only,$2430,3.0,No
564,49974494,76666463,Crime,08/11/2017,Auto,No,Material only,$1000,2.0,No
565,26308516,10330113,Other causes,12/17/2017,Auto,No,Material and injury,$29060,3.0,No
566,9129053,85250389,Other driver error,03/02/2017,Auto,Unknown,Injury only,$24380,1.0,Yes
567,13865732,17330419,Crime,03/16/2017,Auto,Unknown,Material and injury,$33210,1.0,No
568,53902980,62935855,Other driver error,08/18/2017,Auto,No,Material only,$2370,1.0,No
569,52239485,27304494,Other causes,06/17/2018,Auto,Unknown,Material and injury,$26630,1.0,No
570,53831641,15820948,Driver error,09/27/2017,Auto,Yes,Material and injury,$14570,1.0,No
571,97044473,25989608,Other driver error,06/18/2017,Auto,No,Material only,$1700,1.0,No
572,55084633,64214079,Other causes,06/18/2017,Auto,Yes,Material and injury,$30230,1.0,No
573,54580698,58468142,Natural causes,05/09/2017,Auto,No,Material only,$1300,1.0,No
574,39063220,12108789,Other causes,03/14/2018,Auto,Yes,Material and injury,$23851,1.0,Yes
575,37576598,25365364,Other causes,02/10/2017,Auto,No,Material only,$1100,2.0,No
576,70575561,76339681,Crime,09/06/2018,Home,Unknown,Material only,$1910,1.0,No
577,97666948,97514724,Driver error,01/01/2017,Home,No,Injury only,$19120,1.0,No
578,6429479,14501963,Driver error,10/24/2017,Auto,No,Material and injury,$47748,3.0,Yes
579,76762783,41673539,Crime,01/06/2018,Auto,Yes,Material and injury,$44838.5,1.0,Yes
580,45452514,47730331,Other causes,08/23/2018,Home,Unknown,Material only,$1580,1.0,No
581,39518274,91180828,Other causes,09/26/2018,Auto,Unknown,Material and injury,$28382,1.0,Yes
582,32160912,86237672,Natural causes,02/09/2018,Auto,Unknown,Material only,$1530,1.0,No
583,6313876,47437882,Other driver error,06/25/2017,Auto,Unknown,Material and injury,$27830,2.0,No
584,62249925,87092211,Driver error,10/09/2018,Auto,No,Material only,$2340,1.0,No
585,80402957,49820646,Driver error,09/06/2018,Auto,Unknown,Material and injury,$22011,2.0,Yes
586,27354249,77542013,Driver error,05/15/2017,Auto,No,Material only,$2540,1.0,No
587,24770112,40950455,Natural causes,08/24/2017,Auto,No,Material only,$2790,1.0,No
588,66888980,97115629,Other causes,04/04/2018,Auto,No,Material only,$2910,1.0,No
589,68461060,30831279,Other causes,01/27/2017,Auto,Yes,Injury only,$20720,1.0,No
590,54174244,28866353,Crime,09/14/2017,Auto,No,Material only,$2334.5,1.0,Yes
591,24522981,23142036,Other driver error,08/04/2017,Auto,Yes,Material only,$1600,1.0,No
592,6643536,89986804,Other causes,11/27/2017,Auto,Yes,Material and injury,$37380,1.0,No
593,80758625,44467682,Driver error,04/04/2018,Home,No,Material only,$1460,4.0,No
594,80523716,45812655,Driver error,10/16/2018,Home,No,Material only,$1790,1.0,No
595,48518908,49531152,Driver error,01/21/2017,Auto,Unknown,Material only,$1040,1.0,No
596,18739929,5152503,Crime,01/07/2017,Auto,No,Material only,$1759.5,4.0,Yes
597,94983660,41093135,Driver error,03/08/2018,Auto,Unknown,Material and injury,$29480,1.0,No
598,73658027,61806100,Crime,09/20/2017,Auto,Unknown,Material only,$1040,2.0,No
599,81308209,81909700,Natural causes,04/04/2018,Home,No,Material only,$2440,1.0,No
600,39795153,7891758,Natural causes,07/07/2018,Auto,No,Material only,$1140,1.0,No
601,29685280,95560169,Other driver error,02/23/2017,Auto,Unknown,Injury only,$34950,1.0,No
602,77152566,48477566,Other driver error,03/22/2017,Auto,No,Material only,$2980,1.0,No
603,30280492,84147585,Driver error,01/07/2017,Auto,Unknown,Material only,$2380,1.0,No
604,23938559,85357756,Driver error,02/23/2017,Auto,No,Material only,$2130,1.0,No
605,2432399,53539195,Other causes,12/24/2017,Home,No,Material only,$2480,1.0,No
606,72674711,9775143,Other driver error,06/03/2018,Auto,No,Material only,$2130,1.0,No
607,54642809,39959491,Driver error,09/06/2018,Auto,Unknown,Material only,$2720,1.0,No
608,98163164,69355027,Crime,09/26/2018,Auto,Unknown,Material only,$2950,1.0,No
609,3679965,95639174,Natural causes,08/04/2017,Auto,No,Material only,$2840,4.0,No
610,68733687,82028774,Driver error,03/29/2017,Auto,Unknown,Material and injury,$38065,4.0,Yes
611,83531718,48673624,Driver error,10/10/2017,Auto,Yes,Material and injury,$26440,2.0,No
612,89824066,41009394,Other causes,02/23/2017,Auto,No,Material only,,4.0,Yes
613,47009317,42726730,Other causes,05/07/2018,Auto,Unknown,Material and injury,$28400,1.0,No
614,75950191,18062339,Driver error,10/03/2018,Auto,Unknown,Material only,$1320,1.0,No
615,19454050,6540281,Other causes,01/13/2018,Auto,No,Material only,$2120,1.0,No
616,41214204,61582066,Natural causes,02/15/2018,Auto,No,Material only,$2000,1.0,No
617,14042956,49058491,Crime,10/17/2017,Auto,Unknown,Material only,$2150,1.0,No
618,42133860,3124373,Natural causes,01/21/2017,Auto,Unknown,Material only,$1350,2.0,No
619,7265365,5345468,Other causes,07/08/2017,Auto,Unknown,Injury only,$18570,1.0,No
620,78221963,84147585,Driver error,04/10/2018,Auto,Yes,Injury only,$14430,4.0,No
621,1654201,85357756,Driver error,06/23/2018,Auto,Unknown,Material only,$2510,1.0,No
622,41779510,53539195,Driver error,10/03/2018,Home,No,Injury only,$25040,1.0,No
623,47786788,47153140,Natural causes,10/24/2017,Auto,No,Material only,$1700,1.0,No
624,2725264,34369658,Other causes,05/22/2017,Auto,No,Material only,$2330,1.0,No
